"","Time","L_Edge_weight","O_Edge_weight","Cov_Edge_weight","Recovery","TaxaSize"
"1","1",NA,NA,NA,0,10
"2","10",NA,NA,NA,0,10
"3","2",NA,NA,NA,0,10
"4","3",NA,NA,NA,0,10
"5","4",NA,NA,NA,0,10
"6","5",NA,NA,NA,0,10
"7","6",NA,NA,NA,0,10
"8","7",NA,NA,NA,0,10
"9","8",NA,NA,NA,0,10
"10","9",-0.0301790240851856,NA,NA,0,10
"11","sp3",NA,-0.0290400023398479,NA,0,10
"12","sp7",NA,NA,0.0107214192842513,0,10
"13","sp7",NA,NA,0.020925597785187,0,10
"14",NA,NA,NA,NA,0,10
"15",NA,NA,NA,NA,0,10
"16",NA,NA,NA,NA,0,10
"17",NA,NA,NA,NA,0,10
"18",NA,NA,NA,NA,0,10
"19",NA,NA,NA,NA,0,10
"20",NA,NA,NA,NA,0,10
"21",NA,NA,NA,NA,0,10
"22",NA,NA,NA,NA,0,10
"23",NA,NA,NA,NA,0,10
"24",NA,NA,NA,NA,0,10
"25",NA,NA,NA,NA,0,10
"26",NA,NA,NA,NA,0,10
"27",NA,NA,NA,NA,0,10
"28",NA,NA,NA,NA,0,10
"29",NA,NA,NA,NA,0,10
"30",NA,NA,NA,NA,0,10
"31",NA,NA,NA,NA,0,10
"32",NA,NA,NA,NA,0,10
"33",NA,NA,NA,NA,0,10
"34",NA,NA,NA,NA,0,10
"35",NA,NA,NA,NA,0,10
"36",NA,NA,NA,NA,0,10
"37",NA,NA,NA,NA,0,10
"38",NA,NA,NA,NA,0,10
"39",NA,NA,NA,NA,0,10
"40",NA,NA,NA,NA,0,10
"41",NA,NA,NA,NA,0,10
"42",NA,NA,NA,NA,0,10
"43",NA,NA,NA,NA,0,10
"44",NA,NA,NA,NA,0,10
"45",NA,NA,NA,NA,0,10
"46",NA,NA,NA,NA,0,10
"47",NA,NA,NA,NA,0,10
"48",NA,NA,NA,NA,0,10
"49",NA,NA,NA,NA,0,10
"50",NA,NA,NA,NA,0,10
"51",NA,NA,NA,NA,0,10
"52",NA,NA,NA,NA,0,10
"53",NA,NA,NA,NA,0,10
"54",NA,NA,NA,NA,0,10
"55",NA,NA,NA,NA,0,10
"56",NA,NA,NA,NA,0,10
"57",NA,NA,NA,NA,0,10
"58",NA,NA,NA,NA,0,10
"59",NA,NA,NA,NA,0,10
"60",NA,NA,NA,NA,0,10
"61",NA,NA,NA,NA,0,10
"62",NA,NA,NA,NA,0,10
"63",NA,NA,NA,NA,0,10
"64",NA,NA,NA,NA,0,10
"65",NA,NA,NA,NA,0,10
"66",NA,NA,NA,NA,0,10
"67",NA,NA,NA,NA,0,10
"68",NA,NA,NA,NA,0,10
"69",NA,NA,NA,NA,0,10
"70",NA,NA,NA,NA,0,10
"71",NA,NA,NA,NA,0,10
"72",NA,NA,NA,NA,0,10
"73",NA,NA,NA,NA,0,10
"74",NA,NA,NA,NA,0,10
"75",NA,NA,NA,NA,0,10
"76",NA,NA,NA,NA,0,10
"77",NA,NA,NA,NA,0,10
"78",NA,NA,NA,NA,0,10
"79",NA,NA,NA,NA,0,10
"80",NA,NA,NA,NA,0,10
"81",NA,NA,NA,NA,0,10
"82",NA,NA,NA,NA,0,10
"83",NA,NA,NA,NA,0,10
"84",NA,NA,NA,NA,0,10
"85",NA,NA,NA,NA,0,10
"86","1",NA,NA,NA,0,20
"87","10",-0.0112217496203161,NA,NA,0,20
"88","10",-0.00641235859520839,NA,NA,0,20
"89","10",-0.0186689508952286,NA,NA,0,20
"90","2",0.0182884652148068,NA,NA,0,20
"91","3",NA,NA,NA,0,20
